class,release,loc,comment density,wcm,number of attributes,fan-in,fan-out,cbo,normalized lcom,rfc,creation age,last update age,total loc touched,release loc touched,normalized total churn,normalized release churn,total number of commits,release number of commits,total number of authors,release number of authors,total number of fixes,release number of fixes,average commit change density,number of smells,buggy
storm-core\src\jvm\storm\trident\topology\MasterBatchCoordinator.java,4,237,0.050632913,2,2,0,2,2,0.0,2,4,0,289,4,1.2194092,0.016877636,3,1,3,1,0,0,0.40646976,8,false
storm-core\src\jvm\backtype\storm\task\TopologyContext.java,4,259,0.4054054,34,6,121,21,17,0.8712122,28,4,0,322,28,1.2432432,0.10810811,10,2,6,2,0,0,0.13813815,0,false
storm-core\src\jvm\backtype\storm\generated\JavaObjectArg.java,4,476,0.04621849,15,3,0,1,1,0.6111111,5,4,2,639,0,1.342437,0.0,3,0,2,0,0,0,0.44747898,52,false
storm-core\src\jvm\backtype\storm\testing\NonRichBoltTracker.java,4,43,0.0,4,2,1,6,4,0.25,6,4,2,51,0,1.1860465,0.0,2,0,2,0,0,0,0.59302324,0,false
storm-core\src\jvm\storm\trident\testing\FeederCommitterBatchSpout.java,4,75,0.0,5,1,0,7,4,0.2,3,4,2,96,0,1.28,0.0,2,0,2,0,0,0,0.64,1,false
storm-core\src\jvm\storm\trident\state\StateType.java,4,22,0.0,0,0,0,0,0,0.0,0,4,2,25,0,1.1363636,0.0,2,0,2,0,0,0,0.5681818,0,false
storm-core\src\jvm\storm\trident\operation\EachOperation.java,4,19,0.0,0,0,3,1,1,0.0,0,4,2,22,0,1.1578947,0.0,2,0,2,0,0,0,0.57894737,0,false
storm-core\src\jvm\backtype\storm\utils\Container.java,4,21,0.0,0,1,0,0,0,NaN,0,4,2,24,0,1.1428572,0.0,2,0,2,0,0,0,0.5714286,0,false
storm-core\src\jvm\backtype\storm\serialization\KryoValuesSerializer.java,4,47,0.08510638,4,3,3,7,6,0.33333334,7,4,2,58,0,1.2340425,0.0,2,0,2,0,0,0,0.61702126,0,false
external\storm-hbase\src\main\java\org\apache\storm\hbase\bolt\AbstractHBaseBolt.java,4,58,0.01724138,5,6,3,10,8,0.41666666,10,1,0,0,0,0.0,0.0,1,1,1,1,0,0,NaN,0,true
storm-core\src\jvm\backtype\storm\clojure\ClojureSpout.java,4,126,0.007936508,1,0,0,0,0,0.0,1,4,2,153,0,1.2142857,0.0,2,0,2,0,0,0,0.60714287,8,false
storm-core\src\jvm\backtype\storm\nimbus\ITopologyValidator.java,4,25,0.0,2,0,1,2,1,0.0,0,4,2,34,0,1.36,0.0,6,0,3,0,0,0,0.22666666,1,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\trident\format\DefaultFileNameFormat.java,4,69,0.36231884,6,4,3,2,2,0.6666667,0,1,0,0,0,0.0,0.0,1,1,1,1,0,0,NaN,0,false
storm-core\src\jvm\backtype\storm\testing\PythonShellMetricsBolt.java,4,40,0.0,4,1,0,8,6,1.0,2,1,0,49,49,1.225,1.225,2,2,2,2,0,0,0.6125,2,false
storm-core\src\jvm\storm\trident\spout\OpaquePartitionedTridentSpoutExecutor.java,4,164,0.048780486,5,1,1,10,8,0.4,2,4,2,201,0,1.2256098,0.0,2,0,2,0,0,0,0.6128049,3,false
storm-core\src\jvm\backtype\storm\testing\TestGlobalCount.java,4,49,0.0,5,3,0,13,9,0.73333335,4,4,2,60,0,1.2244898,0.0,2,0,2,0,0,0,0.6122449,1,false
storm-core\src\jvm\backtype\storm\generated\GlobalStreamId.java,4,366,0.08196721,11,3,0,1,1,0.6111111,5,4,2,502,0,1.3715847,0.0,3,0,2,0,0,0,0.4571949,45,false
storm-core\src\jvm\storm\trident\state\map\MapReducerAggStateUpdater.java,4,80,0.0,8,6,1,22,12,0.5,15,4,2,92,0,1.15,0.0,2,0,2,0,0,0,0.575,3,false
storm-core\src\jvm\backtype\storm\Constants.java,4,29,0.0,0,8,0,1,1,NaN,2,4,2,35,0,1.2068965,0.0,2,0,2,0,0,0,0.6034483,0,false
storm-core\src\jvm\storm\trident\operation\Aggregator.java,4,23,0.0,3,0,14,5,4,0.0,0,4,2,26,0,1.1304348,0.0,2,0,2,0,0,0,0.5652174,0,false
storm-core\src\jvm\backtype\storm\topology\base\BaseRichSpout.java,4,41,0.19512194,5,0,10,2,2,0.0,0,4,2,50,0,1.2195122,0.0,2,0,2,0,0,0,0.6097561,5,false
storm-core\src\jvm\backtype\storm\coordination\BatchOutputCollectorImpl.java,4,44,0.0,6,1,2,5,3,0.0,5,4,2,53,0,1.2045455,0.0,2,0,2,0,0,0,0.60227275,0,false
storm-core\src\jvm\backtype\storm\spout\SchemeAsMultiScheme.java,4,34,0.0,4,1,2,5,4,0.0,3,4,2,41,0,1.2058823,0.0,2,0,2,0,0,0,0.60294116,2,false
storm-core\src\jvm\backtype\storm\topology\IRichBolt.java,4,24,0.20833333,0,0,20,3,2,0.0,0,4,2,29,0,1.2083334,0.0,2,0,2,0,0,0,0.6041667,0,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\bolt\format\FileNameFormat.java,4,33,0.3030303,3,0,10,2,1,0.0,0,1,0,0,0,0.0,0.0,1,1,1,1,0,0,NaN,0,false
storm-core\src\jvm\backtype\storm\state\ISubscribedState.java,4,22,0.0,2,0,0,2,1,0.0,0,4,2,25,0,1.1363636,0.0,2,0,2,0,0,0,0.5681818,0,false
storm-core\src\jvm\backtype\storm\testing\MemoryTransactionalSpoutMeta.java,4,31,0.032258064,3,2,4,0,0,0.33333334,0,4,2,38,0,1.2258065,0.0,2,0,2,0,0,0,0.61290324,1,false
storm-core\src\jvm\backtype\storm\security\auth\authorizer\NoopAuthorizer.java,4,47,0.29787233,4,1,1,4,4,0.5,7,4,2,57,0,1.2127659,0.0,2,0,2,0,0,0,0.60638297,3,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\bolt\format\DefaultSequenceFormat.java,4,59,0.084745765,7,4,2,5,5,0.7,3,1,0,17,17,0.2881356,0.2881356,2,2,1,1,0,0,0.2881356,0,false
storm-core\src\jvm\storm\trident\planner\processor\PartitionPersistProcessor.java,4,88,0.07954545,10,7,1,21,14,0.6122449,16,4,2,107,0,1.2159091,0.0,2,0,2,0,0,0,0.60795456,1,false
storm-core\src\jvm\storm\trident\fluent\ChainedPartitionAggregatorDeclarer.java,4,29,0.0,6,0,2,8,6,0.0,0,4,2,32,0,1.1034483,0.0,2,0,2,0,0,0,0.55172414,0,false
storm-core\src\jvm\storm\trident\state\map\SnapshottableMap.java,4,62,0.0,9,2,3,8,7,0.44444448,12,4,2,76,0,1.2258065,0.0,2,0,2,0,0,0,0.61290324,0,false
storm-core\src\jvm\backtype\storm\security\auth\SimpleTransportPlugin.java,4,96,0.28125,5,1,0,7,6,0.0,8,4,2,148,0,1.5416666,0.0,3,0,2,0,0,0,0.5138889,5,true
storm-core\src\jvm\backtype\storm\drpc\DRPCInvocationsClient.java,4,80,0.0,15,4,6,12,9,0.625,6,4,2,101,0,1.2625,0.0,3,0,2,0,0,0,0.42083335,3,false
external\storm-hdfs\src\test\java\org\apache\storm\hdfs\bolt\SequenceFileTopology.java,4,149,0.040268455,7,6,0,8,6,0.6333334,11,1,0,0,0,0.0,0.0,1,1,1,1,0,0,NaN,4,true
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\trident\format\DelimitedRecordFormat.java,4,72,0.3472222,6,5,3,5,5,0.7,7,1,0,0,0,0.0,0.0,1,1,1,1,0,0,NaN,0,false
storm-core\src\jvm\storm\trident\operation\Assembly.java,4,21,0.0,1,0,1,2,1,0.0,0,4,2,25,0,1.1904762,0.0,2,0,2,0,0,0,0.5952381,0,false
storm-core\src\jvm\storm\trident\state\snapshot\ReadOnlySnapshottable.java,4,21,0.0,1,0,2,2,2,0.0,0,4,2,24,0,1.1428572,0.0,2,0,2,0,0,0,0.5714286,0,false
external\storm-hbase\src\main\java\org\apache\storm\hbase\common\IColumn.java,4,27,0.18518518,4,0,1,1,1,0.0,0,1,0,0,0,0.0,0.0,1,1,1,1,0,0,NaN,0,true
storm-core\src\jvm\storm\trident\drpc\ReturnResultsReducer.java,4,96,0.010416667,1,2,0,2,1,1.0,1,4,2,114,0,1.1875,0.0,3,0,2,0,0,0,0.39583334,2,false
examples\storm-starter\src\jvm\storm\starter\SingleJoinExample.java,4,55,0.0,4,0,0,9,7,0.0,9,2,1,17,0,0.3090909,0.0,2,0,1,0,0,0,0.3090909,1,false
external\storm-hbase\src\main\java\org\apache\storm\hbase\bolt\mapper\SimpleHBaseMapper.java,4,70,0.12857144,11,5,3,8,8,0.7714286,7,1,0,0,0,0.0,0.0,1,1,1,1,0,0,NaN,4,true
storm-core\src\jvm\backtype\storm\testing\FixedTupleSpout.java,4,155,0.0,24,9,0,10,7,0.76470596,19,4,2,185,0,1.1935484,0.0,3,0,3,0,1,0,0.39784947,7,false
storm-core\src\jvm\storm\trident\graph\GraphGrouper.java,4,107,0.0,24,3,1,7,5,0.6296296,16,4,2,123,0,1.1495327,0.0,2,0,2,0,0,0,0.57476634,0,false
storm-core\src\jvm\backtype\storm\testing\TestConfBolt.java,4,52,0.0,6,2,0,11,7,0.6666667,4,4,2,62,0,1.1923077,0.0,2,0,2,0,0,0,0.59615386,0,false
storm-core\src\jvm\backtype\storm\security\auth\ThriftClient.java,4,65,0.06153846,9,3,5,11,8,0.6666667,6,4,2,89,0,1.3692307,0.0,3,0,2,0,0,0,0.45641026,6,true
storm-core\src\jvm\backtype\storm\drpc\PrepareRequest.java,4,51,0.0,3,4,1,12,7,0.33333334,4,4,2,59,0,1.1568627,0.0,2,0,2,0,0,0,0.57843137,0,false
storm-core\src\jvm\backtype\storm\clojure\RichShellSpout.java,4,45,0.0,5,1,0,8,5,0.33333334,5,4,2,51,0,1.1333333,0.0,2,0,2,0,0,0,0.56666666,1,false
external\storm-kafka\src\jvm\storm\kafka\StringKeyValueScheme.java,4,31,0.0,2,0,2,5,4,0.0,3,2,1,17,0,0.5483871,0.0,2,0,1,0,0,0,0.5483871,0,false
storm-core\src\jvm\storm\trident\state\map\MicroBatchIBackingMap.java,4,69,0.014492754,0,2,0,0,0,NaN,0,4,2,85,0,1.231884,0.0,2,0,2,0,0,0,0.615942,0,false
storm-core\src\jvm\backtype\storm\serialization\DefaultSerializationDelegate.java,4,54,0.018518519,6,0,2,3,2,0.0,5,1,0,69,69,1.2777778,1.2777778,4,4,2,2,1,1,0.31944445,1,false
external\storm-hbase\src\main\java\org\apache\storm\hbase\bolt\mapper\HBaseProjectionCriteria.java,4,68,0.23529412,5,2,6,3,3,0.4,4,1,0,0,0,0.0,0.0,1,1,1,1,0,0,NaN,0,true
storm-core\src\jvm\backtype\storm\state\IStateSpoutOutputCollector.java,4,20,0.0,1,0,1,1,1,0.0,0,4,2,22,0,1.1,0.0,2,0,2,0,0,0,0.55,0,false
storm-core\src\jvm\backtype\storm\transactional\partitioned\OpaquePartitionedTransactionalSpoutExecutor.java,4,137,0.0,4,1,0,5,4,0.25,3,4,2,159,0,1.160584,0.0,2,0,2,0,0,0,0.580292,2,false
examples\storm-starter\src\jvm\storm\starter\spout\TwitterSampleSpout.java,4,127,0.015748031,6,0,0,3,3,0.0,1,2,1,301,0,2.3700788,0.0,4,0,2,0,0,0,0.79002625,6,false
storm-core\src\jvm\storm\trident\state\StateSpec.java,4,25,0.0,1,2,4,1,1,0.5,0,4,2,30,0,1.2,0.0,2,0,2,0,0,0,0.6,0,false
storm-core\src\jvm\storm\trident\operation\MultiReducer.java,4,27,0.0,5,0,6,5,4,0.0,0,4,2,31,0,1.1481482,0.0,2,0,2,0,0,0,0.5740741,0,false
storm-core\src\jvm\backtype\storm\security\auth\IAuthorizer.java,4,40,0.525,2,0,6,1,1,0.0,0,4,2,47,0,1.175,0.0,2,0,2,0,0,0,0.5875,3,false
storm-core\src\jvm\backtype\storm\generated\ErrorInfo.java,4,529,0.07372401,128,13,6,21,9,0.86785,60,4,0,690,188,1.3043479,0.3553875,4,1,3,1,0,0,0.32608697,71,false
external\storm-hbase\src\main\java\org\apache\storm\hbase\bolt\HBaseBolt.java,4,63,0.0952381,7,2,2,14,11,0.70000005,8,1,0,0,0,0.0,0.0,1,1,1,1,0,0,NaN,2,true
storm-core\src\jvm\backtype\storm\coordination\IBatchBolt.java,4,27,0.0,3,0,5,8,5,0.0,0,4,2,30,0,1.1111112,0.0,2,0,2,0,0,0,0.5555556,0,false
storm-core\src\jvm\backtype\storm\metric\api\AssignableMetric.java,4,29,0.0,3,1,1,1,1,0.0,0,4,2,34,0,1.1724138,0.0,2,0,2,0,0,0,0.5862069,0,false
storm-core\src\jvm\backtype\storm\utils\TransferDrainer.java,4,95,0.0,13,1,1,7,4,0.25,9,2,1,115,0,1.2105263,0.0,2,0,1,0,0,0,0.6052632,5,true
storm-core\src\jvm\backtype\storm\topology\IRichStateSpout.java,4,20,0.0,0,0,1,3,2,0.0,0,4,2,25,0,1.25,0.0,2,0,2,0,0,0,0.625,0,false
storm-core\src\jvm\backtype\storm\scheduler\SupervisorDetails.java,4,72,0.125,11,5,4,1,1,0.64444447,3,4,2,89,0,1.2361112,0.0,2,0,2,0,0,0,0.6180556,0,false
storm-core\src\jvm\storm\trident\operation\builtin\TupleCollectionGet.java,4,41,0.0,4,0,0,8,5,0.0,6,4,2,46,0,1.1219512,0.0,2,0,2,0,0,0,0.5609756,1,false
storm-core\src\jvm\backtype\storm\testing\TestPlannerSpout.java,4,65,0.0,12,2,1,10,6,0.8181818,4,4,2,85,0,1.3076923,0.0,2,0,2,0,0,0,0.65384614,4,false
storm-core\src\jvm\backtype\storm\testing\AckFailMapTracker.java,4,42,0.0,5,2,0,2,1,0.4,4,4,2,52,0,1.2380953,0.0,2,0,2,0,0,0,0.61904764,0,false
storm-core\src\jvm\backtype\storm\utils\KeyedRoundRobinQueue.java,4,63,0.0,5,5,2,1,1,0.1,12,4,2,68,0,1.0793651,0.0,2,0,2,0,0,0,0.53968257,1,false
storm-core\src\jvm\backtype\storm\multilang\ISerializer.java,4,65,0.6,6,0,2,4,4,0.0,0,2,1,100,0,1.5384616,0.0,4,0,2,0,0,0,0.3846154,0,false
storm-core\src\jvm\backtype\storm\grouping\CustomStreamGrouping.java,4,36,0.3611111,2,0,11,3,2,0.0,0,4,2,43,0,1.1944444,0.0,2,0,2,0,0,0,0.5972222,0,false
storm-core\src\jvm\backtype\storm\metric\api\StateMetric.java,4,27,0.0,2,1,0,2,2,0.0,1,4,2,31,0,1.1481482,0.0,2,0,2,0,0,0,0.5740741,0,false
storm-core\src\jvm\storm\trident\state\map\NonTransactionalMap.java,4,55,0.0,8,1,1,6,5,0.2857143,7,4,2,67,0,1.2181818,0.0,2,0,2,0,0,0,0.6090909,2,false
storm-core\src\jvm\backtype\storm\topology\BoltDeclarer.java,4,19,0.0,0,0,8,3,3,0.0,0,4,2,22,0,1.1578947,0.0,2,0,2,0,0,0,0.57894737,0,false
storm-core\src\jvm\backtype\storm\generated\Bolt.java,4,368,0.08152174,82,6,9,23,11,0.8218391,45,4,2,504,0,1.3695652,0.0,3,0,2,0,0,0,0.45652175,47,false
storm-core\src\jvm\backtype\storm\testing\TestJob.java,4,36,0.4722222,1,0,0,1,1,0.0,0,4,2,89,0,2.4722223,0.0,2,0,2,0,0,0,1.2361112,1,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\trident\rotation\FileSizeRotationPolicy.java,4,65,0.18461539,2,1,0,0,0,0.0,1,1,0,0,0,0.0,0.0,1,1,1,1,0,0,NaN,3,true
storm-core\src\jvm\backtype\storm\task\WorkerTopologyContext.java,4,92,0.1521739,9,7,9,5,3,0.73469394,2,4,2,106,0,1.1521739,0.0,2,0,2,0,0,0,0.57608694,0,false
storm-core\src\jvm\backtype\storm\security\auth\digest\DigestSaslTransportPlugin.java,4,54,0.037037037,2,2,1,10,10,0.0,5,4,2,79,0,1.462963,0.0,3,0,2,0,0,0,0.48765433,5,false
storm-core\src\jvm\storm\trident\planner\processor\EachProcessor.java,4,69,0.0,8,5,2,17,12,0.65714294,9,4,2,80,0,1.1594203,0.0,2,0,2,0,0,0,0.5797101,2,false
storm-core\src\jvm\backtype\storm\task\GeneralTopologyContext.java,4,166,0.30120483,25,6,22,14,7,0.8444445,29,4,2,198,0,1.1927711,0.0,2,0,2,0,0,0,0.59638554,3,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\trident\sync\CountSyncPolicy.java,4,38,0.13157895,4,2,0,2,2,0.33333334,0,1,0,0,0,0.0,0.0,1,1,1,1,0,0,NaN,0,false
external\storm-hbase\src\main\java\org\apache\storm\hbase\common\ICounter.java,4,26,0.1923077,3,0,1,1,1,0.0,0,1,0,0,0,0.0,0.0,1,1,1,1,0,0,NaN,0,true
storm-core\src\jvm\backtype\storm\planner\CompoundTask.java,4,20,0.05,0,0,0,0,0,0.0,0,4,2,25,0,1.25,0.0,2,0,2,0,0,0,0.625,0,false
storm-core\src\jvm\storm\trident\fluent\IChainedAggregatorDeclarer.java,4,21,0.0,1,0,3,2,1,0.0,0,4,2,24,0,1.1428572,0.0,2,0,2,0,0,0,0.5714286,0,false
storm-core\src\jvm\backtype\storm\utils\InprocMessaging.java,4,50,0.0,6,3,2,1,1,0.4666667,7,4,2,59,0,1.18,0.0,2,0,2,0,0,0,0.59,1,false
storm-core\src\jvm\storm\trident\topology\state\RotatingTransactionalState.java,4,121,0.041322313,1,0,0,0,0,0.0,0,4,2,136,0,1.1239669,0.0,3,0,2,0,0,0,0.56198347,8,false
storm-core\src\jvm\backtype\storm\generated\AlreadyAliveException.java,4,280,0.092857145,55,4,13,22,9,0.8333333,37,4,2,391,0,1.3964286,0.0,3,0,2,0,0,0,0.46547619,33,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\common\rotation\MoveFileAction.java,4,37,0.0,2,2,4,5,5,0.25,4,1,0,17,17,0.45945945,0.45945945,2,2,1,1,0,0,0.45945945,2,false
storm-core\src\jvm\backtype\storm\drpc\ReturnResults.java,4,84,0.0,1,0,0,0,0,0.0,1,4,2,97,0,1.1547619,0.0,3,0,2,0,0,0,0.38492063,3,false
storm-core\src\jvm\storm\trident\testing\FixedBatchSpout.java,4,80,0.0,14,6,0,8,5,0.7083333,6,4,2,111,0,1.3875,0.0,3,0,2,0,1,0,0.4625,2,false
storm-core\src\jvm\storm\trident\operation\impl\GroupedMultiReducerExecutor.java,4,82,0.0,10,5,1,10,7,0.5666667,17,4,2,95,0,1.1585366,0.0,2,0,2,0,0,0,0.5792683,0,false
storm-core\src\jvm\storm\trident\operation\builtin\Count.java,4,33,0.0,3,0,1,4,2,0.0,0,4,2,41,0,1.2424242,0.0,2,0,2,0,0,0,0.6212121,0,false
storm-core\src\jvm\backtype\storm\security\auth\ThriftServer.java,4,64,0.15625,9,6,1,7,6,0.45833334,11,4,2,83,0,1.296875,0.0,3,0,2,0,0,0,0.43229166,7,false
storm-core\src\jvm\backtype\storm\metric\api\rpc\CountShellMetric.java,4,34,0.1764706,3,0,2,2,2,0.0,2,1,0,38,38,1.117647,1.117647,1,1,1,1,0,0,1.117647,0,false
storm-core\src\jvm\backtype\storm\testing\TestWordCounter.java,4,50,0.0,5,2,4,13,8,0.75,9,4,2,61,0,1.22,0.0,2,0,2,0,0,0,0.61,1,false
storm-core\src\jvm\backtype\storm\messaging\netty\MessageEncoder.java,4,32,0.0,3,0,2,7,6,0.0,4,3,2,22,0,0.6875,0.0,2,0,1,0,0,0,0.6875,0,true
storm-core\src\jvm\backtype\storm\testing\CountingBatchBolt.java,4,47,0.0,4,3,0,10,7,0.5,2,4,2,55,0,1.1702127,0.0,2,0,2,0,0,0,0.5851064,0,false
storm-core\src\jvm\storm\trident\planner\processor\FreshCollector.java,4,50,0.0,6,3,3,10,7,0.4,7,4,2,59,0,1.18,0.0,2,0,2,0,0,0,0.59,0,false
storm-core\src\jvm\backtype\storm\utils\DisruptorQueue.java,4,181,0.0718232,1,0,0,2,2,0.0,0,4,0,408,131,2.2541437,0.7237569,13,6,5,5,1,1,0.20492214,7,true
storm-core\src\jvm\backtype\storm\topology\OutputFieldsGetter.java,4,43,0.0,6,1,3,5,4,0.6,5,4,2,53,0,1.2325581,0.0,2,0,2,0,0,0,0.61627907,0,false
storm-core\src\jvm\backtype\storm\scheduler\Topologies.java,4,48,0.0,7,2,5,2,2,0.375,9,4,2,137,0,2.8541667,0.0,2,0,2,0,0,0,1.4270834,1,false
external\storm-hbase\src\main\java\org\apache\storm\hbase\trident\state\HBaseState.java,4,141,0.0,14,6,4,17,17,0.5555555,21,1,0,6,6,0.04255319,0.04255319,2,2,2,2,0,0,0.04255319,6,true
storm-core\src\jvm\storm\trident\operation\impl\GroupCollector.java,4,40,0.0,3,3,1,3,2,0.33333334,3,4,2,48,0,1.2,0.0,2,0,2,0,0,0,0.6,0,false
external\storm-hbase\src\test\java\org\apache\storm\hbase\trident\PrintFunction.java,4,33,0.0,2,2,2,5,5,0.0,4,1,0,0,0,0.0,0.0,1,1,1,1,0,0,NaN,1,false
storm-core\src\jvm\storm\trident\fluent\GlobalAggregationScheme.java,4,22,0.09090909,2,0,2,4,3,0.0,0,4,2,26,0,1.1818181,0.0,2,0,2,0,0,0,0.59090906,0,false
storm-core\src\jvm\storm\trident\state\map\MapState.java,4,23,0.0,2,0,8,4,3,0.0,0,4,2,26,0,1.1304348,0.0,2,0,2,0,0,0,0.5652174,0,false
storm-core\src\jvm\storm\trident\operation\impl\GroupedAggregator.java,4,85,0.0,8,6,1,17,11,0.5833334,14,4,2,96,0,1.1294118,0.0,2,0,2,0,0,0,0.5647059,0,false
storm-core\src\jvm\backtype\storm\transactional\state\TransactionalState.java,4,122,0.008196721,21,3,6,13,6,0.6666667,18,4,1,141,0,1.1557378,0.0,3,0,3,0,0,0,0.3852459,2,true
storm-core\src\jvm\storm\trident\spout\BatchSpoutExecutor.java,4,75,0.0,5,1,2,10,8,0.2,3,4,2,92,0,1.2266667,0.0,2,0,2,0,0,0,0.61333334,2,false
storm-core\src\jvm\backtype\storm\serialization\KryoValuesDeserializer.java,4,44,0.0,4,2,3,6,6,0.25,6,4,2,51,0,1.1590909,0.0,2,0,2,0,0,0,0.57954544,1,false
storm-core\src\jvm\storm\trident\operation\BaseMultiReducer.java,4,26,0.0,2,0,0,3,3,0.0,0,4,2,33,0,1.2692307,0.0,2,0,2,0,0,0,0.63461536,2,false
storm-core\src\jvm\backtype\storm\security\auth\authorizer\DenyAuthorizer.java,4,47,0.29787233,4,1,1,4,4,0.5,7,4,2,57,0,1.2127659,0.0,2,0,2,0,0,0,0.60638297,3,false
examples\storm-starter\src\jvm\storm\starter\TransactionalGlobalCount.java,4,149,0.033557046,4,3,0,11,7,0.5,2,2,1,17,0,0.11409396,0.0,2,0,1,0,0,0,0.11409396,5,false
storm-core\src\jvm\storm\trident\operation\impl\CombinerAggregatorInitImpl.java,4,40,0.0,4,1,1,7,6,0.5,2,4,2,49,0,1.225,0.0,2,0,2,0,0,0,0.6125,2,false
storm-core\src\jvm\backtype\storm\spout\ISpout.java,4,88,0.7613636,7,0,6,2,2,0.0,0,4,0,107,2,1.2159091,0.022727273,3,1,3,1,0,0,0.40530303,0,false
examples\storm-starter\src\jvm\storm\starter\tools\SlotBasedCounter.java,4,100,0.15,19,3,3,3,3,0.6666667,9,2,1,17,0,0.17,0.0,2,0,1,0,0,0,0.17,0,false
storm-core\src\jvm\storm\trident\planner\TupleReceiver.java,4,21,0.04761905,1,0,8,3,2,0.0,0,4,2,27,0,1.2857143,0.0,2,0,2,0,0,0,0.64285713,0,false
storm-core\src\jvm\storm\trident\operation\builtin\Negate.java,4,39,0.0,4,1,0,5,4,0.0,3,4,2,48,0,1.2307693,0.0,2,0,2,0,0,0,0.61538464,0,false
storm-core\src\jvm\backtype\storm\utils\ClojureTimerTask.java,4,30,0.0,2,1,0,1,1,0.0,1,4,2,35,0,1.1666666,0.0,2,0,2,0,0,0,0.5833333,0,false
storm-core\src\jvm\backtype\storm\topology\SpoutDeclarer.java,4,19,0.0,0,0,5,2,2,0.0,0,4,2,22,0,1.1578947,0.0,2,0,2,0,0,0,0.57894737,0,false
examples\storm-starter\src\jvm\storm\starter\RollingTopWords.java,4,117,0.2991453,10,7,1,12,10,0.61904764,15,2,0,79,62,0.6752137,0.52991456,3,1,2,1,0,0,0.33760685,2,false
storm-core\src\jvm\backtype\storm\security\auth\ITransportPlugin.java,4,44,0.4318182,3,0,6,4,3,0.0,0,4,2,63,0,1.4318181,0.0,3,0,2,0,0,0,0.47727272,4,false
storm-core\src\jvm\storm\trident\fluent\ChainedAggregatorDeclarer.java,4,153,0.019607844,1,3,0,2,2,0.0,0,4,2,183,0,1.1960784,0.0,2,0,2,0,0,0,0.5980392,4,false
storm-core\src\jvm\backtype\storm\topology\base\BaseOpaquePartitionedTransactionalSpout.java,4,20,0.0,0,0,0,3,3,0.0,0,4,2,25,0,1.25,0.0,2,0,2,0,0,0,0.625,1,false
examples\storm-starter\src\jvm\storm\starter\tools\RankableObjectWithFields.java,4,126,0.1984127,18,5,4,5,4,0.68,15,2,1,17,0,0.13492064,0.0,2,0,1,0,0,0,0.13492064,0,false
storm-core\src\jvm\storm\trident\spout\TridentSpoutExecutor.java,4,115,0.026086956,11,8,2,26,17,0.75,22,4,2,138,0,1.2,0.0,2,0,2,0,0,0,0.6,2,false
storm-core\src\jvm\backtype\storm\transactional\TransactionalSpoutBatchExecutor.java,4,83,0.024096385,10,5,2,17,14,0.6333333,21,4,2,96,0,1.1566265,0.0,2,0,2,0,0,0,0.57831323,1,false
storm-core\src\jvm\backtype\storm\task\IOutputCollector.java,4,28,0.10714286,4,0,6,3,2,0.0,0,4,2,32,0,1.1428572,0.0,2,0,2,0,0,0,0.5714286,0,false
storm-core\src\jvm\backtype\storm\security\auth\ReqContext.java,4,87,0.31034482,10,6,16,3,2,0.7916667,6,4,2,108,0,1.2413793,0.0,2,0,2,0,0,0,0.62068963,5,true
storm-core\src\jvm\backtype\storm\topology\base\BaseTransactionalSpout.java,4,21,0.0,0,0,0,3,3,0.0,0,4,2,25,0,1.1904762,0.0,2,0,2,0,0,0,0.5952381,2,false
external\storm-hdfs\src\main\java\org\apache\storm\hdfs\bolt\rotation\FileRotationPolicy.java,4,41,0.5121951,2,0,12,1,1,0.0,0,1,0,0,0,0.0,0.0,1,1,1,1,0,0,NaN,0,false
storm-core\src\jvm\backtype\storm\topology\TopologyBuilder.java,4,303,0.34653464,4,1,0,4,3,0.0,6,4,2,359,0,1.1848185,0.0,2,0,2,0,0,0,0.59240925,9,true
external\storm-kafka\src\test\storm\kafka\ZkCoordinatorTest.java,4,125,0.0,14,8,1,17,17,0.75,33,2,1,21,0,0.168,0.0,4,0,3,0,1,0,0.056,0,false
examples\storm-starter\src\jvm\storm\starter\spout\RandomSentenceSpout.java,4,53,0.0,5,2,1,11,6,0.6,4,2,1,17,0,0.3207547,0.0,2,0,1,0,0,0,0.3207547,2,false
storm-buildtools\maven-shade-clojure-transformer\src\main\java\org\apache\storm\maven\shade\clojure\ClojureTransformer.java,4,60,0.0,8,1,0,2,2,0.5,11,3,2,72,0,1.2,0.0,1,0,1,0,0,0,1.2,2,false
storm-core\src\jvm\backtype\storm\daemon\Shutdownable.java,4,20,0.0,1,0,1,0,0,0.0,0,4,2,22,0,1.1,0.0,2,0,2,0,0,0,0.55,1,false
storm-core\src\jvm\backtype\storm\tuple\ITuple.java,4,87,0.6551724,26,0,18,2,2,0.0,0,1,0,136,136,1.5632184,1.5632184,1,1,1,1,0,0,1.5632184,26,false
storm-core\src\jvm\storm\trident\operation\impl\FilterExecutor.java,4,43,0.046511628,5,1,2,7,6,0.0,4,4,2,53,0,1.2325581,0.0,2,0,2,0,0,0,0.61627907,0,false
